category,description,category_full_link,service_app_common_name,service_app_link,service_common_name,service_name,service_link,service_description
Adalet,"Davalarınız ve diğer adli dosyalarınız ile ilgili işlem yapın, dosya detaylarına ulaşın.",https://www.turkiye.gov.tr/adalet-hizmetleri,Adalet Bakanlığı,https://www.turkiye.gov.tr/adalet-bakanligi,Adli Sicil ve İstatistik Genel Müdürlüğü Hizmetleri,Adli Sicil Kaydı Sorgulama,https://www.turkiye.gov.tr/adli-sicil-kaydi,"Bu hizmeti kullanarak Adalet Bakanlığı tarafından verilen adli sicil kaydı bilgilerinize erişebilirsiniz, bilgilerinizin bir kopyasını alabilir ve işlemlerinizde kullanabilirsiniz."
Adalet,"Davalarınız ve diğer adli dosyalarınız ile ilgili işlem yapın, dosya detaylarına ulaşın.",https://www.turkiye.gov.tr/adalet-hizmetleri,Adalet Bakanlığı,https://www.turkiye.gov.tr/adalet-bakanligi,Adli Sicil ve İstatistik Genel Müdürlüğü Hizmetleri,Adli Sicil Kaydı Doğrulama,https://www.turkiye.gov.tr/belge-dogrulama,"Adli Sicil Kaydı Doğrulama hizmetini kullanarak e-Devlet Kapısından almış olduğunuz Adli Sicil Kaydınızın doğruluğunu,belgenizi teslim ettiğiniz makam barkod kontrolü aracılığıyla kontrol edebilir."
Adalet,"Davalarınız ve diğer adli dosyalarınız ile ilgili işlem yapın, dosya detaylarına ulaşın.",https://www.turkiye.gov.tr/adalet-hizmetleri,Adalet Bakanlığı,https://www.turkiye.gov.tr/adalet-bakanligi,Adli Sicil ve İstatistik Genel Müdürlüğü Hizmetleri,Adli Sicil Silme ve Düzeltme Talebi,https://www.turkiye.gov.tr/adalet-adli-sicil-silme-ve-duzeltme-talebi,"Bu hizmeti kullanarak, Adalet Bakanlığı Adli Sicil ve İstatistik Genel Müdürlüğünün merkez veri tabanındaki adli sicil kayıtlarınızın düzeltilmesini, arşive alınmasını ve silinmesini talep edebilirsiniz."
Adalet,"Davalarınız ve diğer adli dosyalarınız ile ilgili işlem yapın, dosya detaylarına ulaşın.",https://www.turkiye.gov.tr/adalet-hizmetleri,Adalet Bakanlığı,https://www.turkiye.gov.tr/adalet-bakanligi,Bilgi İşlem Genel Müdürlüğü (UYAP) Hizmetleri,Dava Dosyası Sorgulama,https://www.turkiye.gov.tr/davalarim,UYAP sisteminde kayıtlı davalarınız varsa bu davaların bilgilerini ve dava dosyalarının içeriklerini sorgulayabilirsiniz.
Adalet,"Davalarınız ve diğer adli dosyalarınız ile ilgili işlem yapın, dosya detaylarına ulaşın.",https://www.turkiye.gov.tr/adalet-hizmetleri,Adalet Bakanlığı,https://www.turkiye.gov.tr/adalet-bakanligi,Bilgi İşlem Genel Müdürlüğü (UYAP) Hizmetleri,İcra Dosyası Sorgulama,https://www.turkiye.gov.tr/adalet-icra-dosyasi-sorgulama,Bu hizmet aracılığı ile yurt içi mahkemelerde adınıza açılmış ve taraf olduğunuz icra dosyalarını listeleyebilir ve detaylarını görüntüleyebilirsiniz.
Adalet,"Davalarınız ve diğer adli dosyalarınız ile ilgili işlem yapın, dosya detaylarına ulaşın.",https://www.turkiye.gov.tr/adalet-hizmetleri,Adalet Bakanlığı,https://www.turkiye.gov.tr/adalet-bakanligi,Bilgi İşlem Genel Müdürlüğü (UYAP) Hizmetleri,Kısıtlının Taraf Olduğu Hukuk Dava Dosyası Sorgulama (Vasisi Olduğunuz Kişi Adına),https://www.turkiye.gov.tr/adalet-kisitlinin-taraf-oldugu-hukuk-dava-dosyasi-sorgulama-vasisi-oldugunuz-kisi-adina,"Bu hizmet aracılığı ile nüfus kayıtlarında kısıtlı olarak görünen kişiye atanan vasi olarak, kısıtlının taraf olduğu hukuk dava dosyalarını sorgulayabilirsiniz."
Adalet,"Davalarınız ve diğer adli dosyalarınız ile ilgili işlem yapın, dosya detaylarına ulaşın.",https://www.turkiye.gov.tr/adalet-hizmetleri,Adalet Bakanlığı,https://www.turkiye.gov.tr/adalet-bakanligi,Bilgi İşlem Genel Müdürlüğü (UYAP) Hizmetleri,Kısıtlının Taraf Olduğu İdari Dava Dosyası Sorgulama (Vasisi Olduğunuz Kişi Adına),https://www.turkiye.gov.tr/adalet-kisitlinin-taraf-oldugu-idari-dava-dosyasi-sorgulama-vasisi-oldugunuz-kisi-adina,"Bu hizmet aracılığı ile nüfus kayıtlarında kısıtlı olarak görünen kişiye atanan vasi olarak, kısıtlının taraf olduğu idari dava dosyalarını sorgulayabilirsiniz."
Adalet,"Davalarınız ve diğer adli dosyalarınız ile ilgili işlem yapın, dosya detaylarına ulaşın.",https://www.turkiye.gov.tr/adalet-hizmetleri,Adalet Bakanlığı,https://www.turkiye.gov.tr/adalet-bakanligi,Bilgi İşlem Genel Müdürlüğü (UYAP) Hizmetleri,Kısıtlının Taraf Olduğu İcra Dosyası Sorgulama (Vasisi Olduğunuz Kişi Adına),https://www.turkiye.gov.tr/adalet-kisitlinin-taraf-oldugu-icra-dosyasi-sorgulama-vasisi-oldugunuz-kisi-adina,"Bu hizmet aracılığı ile nüfus kayıtlarında kısıtlı olarak görünen kişiye atanan vasi olarak, kısıtlının taraf olduğu icra dosyalarını sorgulayabilirsiniz."
Adalet,"Davalarınız ve diğer adli dosyalarınız ile ilgili işlem yapın, dosya detaylarına ulaşın.",https://www.turkiye.gov.tr/adalet-hizmetleri,Adalet Bakanlığı,https://www.turkiye.gov.tr/adalet-bakanligi,Bilgi İşlem Genel Müdürlüğü (UYAP) Hizmetleri,SMS Bilgi Sistemi Abonelik Başvurusu ve İptali,https://www.turkiye.gov.tr/adalet-sms-bilgi-sistemi-abonelik-basvurusu-ve-iptali,"Bu hizmeti kullanarak, UYAP SMS Bilgi Sistemi'ne abone olabilir ve mevcut aboneliğinizi iptal edebilirsiniz."
Adalet,"Davalarınız ve diğer adli dosyalarınız ile ilgili işlem yapın, dosya detaylarına ulaşın.",https://www.turkiye.gov.tr/adalet-hizmetleri,Adalet Bakanlığı,https://www.turkiye.gov.tr/adalet-bakanligi,Bilgi İşlem Genel Müdürlüğü (UYAP) Hizmetleri,Veraset İlamı Sorgulama,https://www.turkiye.gov.tr/adalet-veraset-ilami-sorgulama,Mirasçılık Belgesi ve İptallerine İlişkin Bilgilerin e-Devlet üzerinden verilmesi
Adalet,"Davalarınız ve diğer adli dosyalarınız ile ilgili işlem yapın, dosya detaylarına ulaşın.",https://www.turkiye.gov.tr/adalet-hizmetleri,Adalet Bakanlığı,https://www.turkiye.gov.tr/adalet-bakanligi,Bilgi İşlem Genel Müdürlüğü (UYAP) Hizmetleri,Sulh Hukuk Mahkemelerince Açılan Vasiyetname Sorgulama,https://www.turkiye.gov.tr/adalet-sulh-hukuk-mahkemelerince-acilan-vasiyetname-sorgulama,"Bu hizmeti kullanarak, tarafı olduğunuz “Vasiyetnamenin Açılması” davası ile dava dosyasındaki vasiyetnameyi görüntüleyebilirsiniz."
Adalet,"Davalarınız ve diğer adli dosyalarınız ile ilgili işlem yapın, dosya detaylarına ulaşın.",https://www.turkiye.gov.tr/adalet-hizmetleri,Adalet Bakanlığı,https://www.turkiye.gov.tr/adalet-bakanligi,Bilgi İşlem Genel Müdürlüğü (UYAP) Hizmetleri,Noterlik Belgesi Başvuru Sonucu Sorgulama,https://www.turkiye.gov.tr/adalet-noterlik-belgesi-basvuru-sonucu-sorgulama,"Bu hizmeti kullanarak, noterlik belgesi almak için Adalet Bakanlığına yaptığınız başvurunun sonucunu sorgulayabilirsiniz."
Adalet,"Davalarınız ve diğer adli dosyalarınız ile ilgili işlem yapın, dosya detaylarına ulaşın.",https://www.turkiye.gov.tr/adalet-hizmetleri,Adalet Bakanlığı,https://www.turkiye.gov.tr/adalet-bakanligi,Adalet Bakanlığı,2000 TL Altı İcra Dava Dosyalarına Ait Afları Sorgulama,https://www.turkiye.gov.tr/adalet-2000-tl-alti-icra-dava-dosyalarina-ait-aflari-sorgulama,Bu hizmet aracılığı ile yurt içi mahkemelerde adınıza açılmış / taraf olduğunuz ve 7420 sayılı kanunun geçici 2. maddesi kapsamında feragat edilen icra dava dosyalarını listeleyebilir ve detaylarını görüntüleyebilirsiniz.
Adalet,"Davalarınız ve diğer adli dosyalarınız ile ilgili işlem yapın, dosya detaylarına ulaşın.",https://www.turkiye.gov.tr/adalet-hizmetleri,Anayasa Mahkemesi Başkanlığı,https://www.turkiye.gov.tr/anayasa-mahkemesi-baskanligi,Anayasa Mahkemesi Başkanlığı,Bireysel Başvuru Sorgulama,https://www.turkiye.gov.tr/anayasa-mahkemesi-bireysel-basvuru-sorgulama,Anayasa Mahkemesine yapmış olduğunuz bireysel başvurularınıza ilişkin bilgileri görüntüleyebilirsiniz.
Adalet,"Davalarınız ve diğer adli dosyalarınız ile ilgili işlem yapın, dosya detaylarına ulaşın.",https://www.turkiye.gov.tr/adalet-hizmetleri,Danıştay Başkanlığı,https://www.turkiye.gov.tr/danistay-baskanligi,Danıştay Başkanlığı,Dava Dosyası Sorgulama,https://www.turkiye.gov.tr/danistay-dava-dosyasi-sorgulama,"Bu hizmet ile, Danıştay Başkanlığında davacı, davalı, müdahil veya diğer sıfatlarla adınızın yer aldığı dava dosyaları ile ilgili bilgilere ulaşabilirsiniz."
Adalet,"Davalarınız ve diğer adli dosyalarınız ile ilgili işlem yapın, dosya detaylarına ulaşın.",https://www.turkiye.gov.tr/adalet-hizmetleri,Tapu ve Kadastro Genel Müdürlüğü,https://www.turkiye.gov.tr/tapu-ve-kadastro-genel-mudurlugu,Tapu ve Kadastro Genel Müdürlüğü,Tapu Bilgileri Sorgulama (Çocuğunuz Adına),https://www.turkiye.gov.tr/tapu-ve-kadastro-tapu-bilgileri-sorgulama-cocugunuz-adina,Bu hizmeti kullanarak çocuğunuza ait TAKBİS’te kayıtlı tapu bilgilerini sorgulayabilirsiniz.
Adalet,"Davalarınız ve diğer adli dosyalarınız ile ilgili işlem yapın, dosya detaylarına ulaşın.",https://www.turkiye.gov.tr/adalet-hizmetleri,Türkiye Katılım Bankaları Birliği,https://www.turkiye.gov.tr/turkiye-katilim-bankalari-birligi,Türkiye Katılım Bankaları Birliği,Bireysel Müşteri Hakem Heyeti,https://www.turkiye.gov.tr/tkbb-bireysel-musteri-hakem-heyeti,"Bu hizmeti kullanarak, Bireysel Müşteri Hakem Heyetine başvurularınızı yapabilir ve yapmış olduğunuz başvurularınızın durumlarını takip edebilirsiniz."
Adalet,"Davalarınız ve diğer adli dosyalarınız ile ilgili işlem yapın, dosya detaylarına ulaşın.",https://www.turkiye.gov.tr/adalet-hizmetleri,Türkiye Noterler Birliği,https://www.turkiye.gov.tr/turkiye-noterler-birligi,Türkiye Noterler Birliği,Kişi Vekaletnameleri Sorgulama,https://www.turkiye.gov.tr/tnb-kisi-vekaletnameleri-sorgulama,"Bu hizmeti kullanarak, 198 / A NOTERLİK İŞLEMLERİNİN ELEKTRONİK ORTAMDA YAPILMASI HAKKINDA YÖNETMELİK kapsamında 01/03/2016 tarihinden itibaren vermiş olduğunuz vekaletnameleri görebilirsiniz."
Adalet,"Davalarınız ve diğer adli dosyalarınız ile ilgili işlem yapın, dosya detaylarına ulaşın.",https://www.turkiye.gov.tr/adalet-hizmetleri,Yargıtay Başkanlığı,https://www.turkiye.gov.tr/yargitay-baskanligi,Yargıtay Başkanlığı,Dava Dosya Sorgulama,https://www.turkiye.gov.tr/yargitay-dava-sureci-sorgulama,"Bu hizmeti kullanarak Yargıtay Başkanlığı'nda sizinle ilgili olan davalara ulaşabilir, dosya içeriklerini görüntüleyebilirsiniz."
Adalet,"Davalarınız ve diğer adli dosyalarınız ile ilgili işlem yapın, dosya detaylarına ulaşın.",https://www.turkiye.gov.tr/adalet-hizmetleri,Yargıtay Başkanlığı,https://www.turkiye.gov.tr/yargitay-baskanligi,Yargıtay Başkanlığı,Siyasi Parti Üyeliği İptal Başvurusu,https://www.turkiye.gov.tr/yargitay-siyasi-parti-uyeligi-iptal-basvurusu,"Bu hizmeti kullanarak, üyesi olduğunuz siyasi partinin üyeliğinden ayrılmak için başvuruda bulunabilirsiniz."
Adalet,"Davalarınız ve diğer adli dosyalarınız ile ilgili işlem yapın, dosya detaylarına ulaşın.",https://www.turkiye.gov.tr/adalet-hizmetleri,Yargıtay Başkanlığı,https://www.turkiye.gov.tr/yargitay-baskanligi,Yargıtay Başkanlığı,Siyasi Parti Görevlilik Sorgulama ve İptali,https://www.turkiye.gov.tr/yargitay-siyasi-parti-gorevlilik-sorgulama-ve-iptali,"Bu hizmeti kullanarak, siyasi parti görevliliğinizi sorgulayabilir ve görevliliğiniz varsa iptal edebilirsiniz."
"Çevre, Tarım ve Hayvancılık","Tarım, Hayvancılık faaliyetleri ve çevre konusundaki hizmetlerden faydalanın.",https://www.turkiye.gov.tr/cevre-tarim-ve-hayvancilik-hizmetleri,Afet ve Acil Durum Yönetimi Başkanlığı,https://www.turkiye.gov.tr/afet-ve-acil-durum-yonetimi-baskanligi,Afet ve Acil Durum Yönetimi Başkanlığı,Hak Sahipliği için Talep ve Taahhütname Başvurusu,https://www.turkiye.gov.tr/afet-ve-acil-durum-yonetimi-hak-sahipligi-icin-talep-ve-taahhutname-basvurusu,"Bu hizmet ile, konutu Çevre, Şehircilik ve İklim Değişikliği Bakanlığı tarafından acil yıkılacak, yıkık, ağır/orta hasarlı olarak tespit edilen mülk sahipleri, müşterekler, varisler Hak Sahipliği için Talep ve Taahhütname Başvurusunda bulunabilirler."
"Çevre, Tarım ve Hayvancılık","Tarım, Hayvancılık faaliyetleri ve çevre konusundaki hizmetlerden faydalanın.",https://www.turkiye.gov.tr/cevre-tarim-ve-hayvancilik-hizmetleri,Çay  İşletmeleri Genel Müdürlüğü,https://www.turkiye.gov.tr/cay-isletmeleri-genel-mudurlugu,Çay  İşletmeleri Genel Müdürlüğü,Üretici Destek Bilgileri Sorgulama,https://www.turkiye.gov.tr/caykur-uretici-destekleme,"Bu hizmeti kullanarak, çay üreticileri yıllara göre aldıkları destek miktarlarını sorgulayabilirler."
"Çevre, Tarım ve Hayvancılık","Tarım, Hayvancılık faaliyetleri ve çevre konusundaki hizmetlerden faydalanın.",https://www.turkiye.gov.tr/cevre-tarim-ve-hayvancilik-hizmetleri,Çay  İşletmeleri Genel Müdürlüğü,https://www.turkiye.gov.tr/cay-isletmeleri-genel-mudurlugu,Çay  İşletmeleri Genel Müdürlüğü,Üretici Budama Desteği Sorgulama,https://www.turkiye.gov.tr/caykur-uretici-budama-destegi,"Bu hizmeti kullanarak, çay üreticileri aldıkları çay budama desteklerini sorgulayabilirler."
"Çevre, Tarım ve Hayvancılık","Tarım, Hayvancılık faaliyetleri ve çevre konusundaki hizmetlerden faydalanın.",https://www.turkiye.gov.tr/cevre-tarim-ve-hayvancilik-hizmetleri,Çay  İşletmeleri Genel Müdürlüğü,https://www.turkiye.gov.tr/cay-isletmeleri-genel-mudurlugu,Çay  İşletmeleri Genel Müdürlüğü,Üretici Bilgileri Sorgulama,https://www.turkiye.gov.tr/caykur-uretici-bul,"Bu hizmeti kullanarak, çay üreticileri kendilerine ait bilgileri sorgulayabilirler."
"Çevre, Tarım ve Hayvancılık","Tarım, Hayvancılık faaliyetleri ve çevre konusundaki hizmetlerden faydalanın.",https://www.turkiye.gov.tr/cevre-tarim-ve-hayvancilik-hizmetleri,Çay  İşletmeleri Genel Müdürlüğü,https://www.turkiye.gov.tr/cay-isletmeleri-genel-mudurlugu,Çay  İşletmeleri Genel Müdürlüğü,Üretici Yıllık Alımlar Sorgulama,https://www.turkiye.gov.tr/caykur-uretici-yillik-alimlar,"Bu hizmeti kullanarak, çay üreticileri yıllık ne kadar alım yapabileceklerini sorgulayabilirler."
"Çevre, Tarım ve Hayvancılık","Tarım, Hayvancılık faaliyetleri ve çevre konusundaki hizmetlerden faydalanın.",https://www.turkiye.gov.tr/cevre-tarim-ve-hayvancilik-hizmetleri,Çay  İşletmeleri Genel Müdürlüğü,https://www.turkiye.gov.tr/cay-isletmeleri-genel-mudurlugu,Çay  İşletmeleri Genel Müdürlüğü,Üretici Bordro Bilgileri Sorgulama,https://www.turkiye.gov.tr/caykur-uretici-cari-hesap-listesi,"Bu hizmeti kullanarak, çay üreticileri seçtikleri tarih aralığındaki bordro bilgilerini sorgulayabilirler."
"Çevre, Tarım ve Hayvancılık","Tarım, Hayvancılık faaliyetleri ve çevre konusundaki hizmetlerden faydalanın.",https://www.turkiye.gov.tr/cevre-tarim-ve-hayvancilik-hizmetleri,Çay  İşletmeleri Genel Müdürlüğü,https://www.turkiye.gov.tr/cay-isletmeleri-genel-mudurlugu,Çay  İşletmeleri Genel Müdürlüğü,Üretici Satış Bilgileri Sorgulama,https://www.turkiye.gov.tr/caykur-uretici-cari-detay-bilgileri,"Bu hizmeti kullanarak, çay üreticileri seçtikleri tarih aralığındaki satışlarını sorgulayabilirler."
"Çevre, Tarım ve Hayvancılık","Tarım, Hayvancılık faaliyetleri ve çevre konusundaki hizmetlerden faydalanın.",https://www.turkiye.gov.tr/cevre-tarim-ve-hayvancilik-hizmetleri,"Çevre, Şehircilik ve İklim Değişikliği Bakanlığı",https://www.turkiye.gov.tr/cevre-sehircilik-ve-iklim-degisikligi-bakanligi,Deprem İllerinde Yerinde Dönüşüm Uygulaması,Deprem Bölgesinde Yerinde Dönüşüm Hibe / Kredi Ön Başvurusu,https://www.turkiye.gov.tr/csb-deprem-bolgesinde-yerinde-donusum-hibe-kredi-on-basvurusu,"Bu hizmeti kullanarak, Deprem Bölgesinde Yerinde Dönüşüm projesi kapsamında ev ve işyerleri için hibe ve kredi desteği ön başvurusu yapabilirsiniz."
"Çevre, Tarım ve Hayvancılık","Tarım, Hayvancılık faaliyetleri ve çevre konusundaki hizmetlerden faydalanın.",https://www.turkiye.gov.tr/cevre-tarim-ve-hayvancilik-hizmetleri,"Çevre, Şehircilik ve İklim Değişikliği Bakanlığı",https://www.turkiye.gov.tr/cevre-sehircilik-ve-iklim-degisikligi-bakanligi,Deprem İllerinde Yerinde Dönüşüm Uygulaması,Deprem Bölgesinde Yerinde Dönüşüm Hibe / Kredi Ön Başvurusu (Tüzel Kişi),https://www.turkiye.gov.tr/csb-deprem-bolgesinde-yerinde-donusum-hibe-kredi-on-basvurusu-tuzel-kisi,"Bu hizmeti kullanarak, Deprem Bölgesinde Yerinde Dönüşüm projesi kapsamında sahibi, ortağı veya yetkilisi olduğunuz firma adına ev ve işyerleri için hibe ve kredi desteği ön başvurusu yapabilirsiniz."
"Çevre, Tarım ve Hayvancılık","Tarım, Hayvancılık faaliyetleri ve çevre konusundaki hizmetlerden faydalanın.",https://www.turkiye.gov.tr/cevre-tarim-ve-hayvancilik-hizmetleri,"Çevre, Şehircilik ve İklim Değişikliği Bakanlığı",https://www.turkiye.gov.tr/cevre-sehircilik-ve-iklim-degisikligi-bakanligi,Milli Emlak Genel Müdürlüğü,İrtifak Hakkı İlanları - İhaleye Çıkanlar,https://www.turkiye.gov.tr/csb-irtifak-hakki-ilanlari-ihaleye-cikanlar,"Bu hizmeti kullanarak, Türkiye genelinde irtifak hakkı kapsamında ihaleye çıkan hazine taşınmazlarını görüntüleyebilirsiniz."
"Çevre, Tarım ve Hayvancılık","Tarım, Hayvancılık faaliyetleri ve çevre konusundaki hizmetlerden faydalanın.",https://www.turkiye.gov.tr/cevre-tarim-ve-hayvancilik-hizmetleri,"Çevre, Şehircilik ve İklim Değişikliği Bakanlığı",https://www.turkiye.gov.tr/cevre-sehircilik-ve-iklim-degisikligi-bakanligi,Milli Emlak Genel Müdürlüğü,İrtifak Hakkı İlanları - İrtifak Hakkına Hazırlananlar,https://www.turkiye.gov.tr/csb-irtifak-hakki-ilanlari-irtifak-hakkina-hazirlananlar,"Bu hizmeti kullanarak, Türkiye genelinde irtifak hakkı kapsamında irtifak hakkına hazırlanan hazine taşınmazlarını görüntüleyebilirsiniz."
"Çevre, Tarım ve Hayvancılık","Tarım, Hayvancılık faaliyetleri ve çevre konusundaki hizmetlerden faydalanın.",https://www.turkiye.gov.tr/cevre-tarim-ve-hayvancilik-hizmetleri,"Çevre, Şehircilik ve İklim Değişikliği Bakanlığı",https://www.turkiye.gov.tr/cevre-sehircilik-ve-iklim-degisikligi-bakanligi,Milli Emlak Genel Müdürlüğü,Kiralama İlanları - İhaleye Çıkanlar,https://www.turkiye.gov.tr/csb-kiralama-ilanlari-ihaleye-cikanlar,"Bu hizmeti kullanarak, Türkiye genelinde hazine taşınmazları kiralama ihale ilanlarını görüntüleyebilirsiniz."
"Çevre, Tarım ve Hayvancılık","Tarım, Hayvancılık faaliyetleri ve çevre konusundaki hizmetlerden faydalanın.",https://www.turkiye.gov.tr/cevre-tarim-ve-hayvancilik-hizmetleri,"Çevre, Şehircilik ve İklim Değişikliği Bakanlığı",https://www.turkiye.gov.tr/cevre-sehircilik-ve-iklim-degisikligi-bakanligi,Milli Emlak Genel Müdürlüğü,Kiralama İlanları - Kiralamaya Hazırlananlar,https://www.turkiye.gov.tr/csb-kiralama-ilanlari-kiralamaya-hazirlananlar,"Bu hizmeti kullanarak, Türkiye genelinde hazine taşınmazları kiralanmaya hazırlanan ihale ilanlarını görüntüleyebilirsiniz."
"Çevre, Tarım ve Hayvancılık","Tarım, Hayvancılık faaliyetleri ve çevre konusundaki hizmetlerden faydalanın.",https://www.turkiye.gov.tr/cevre-tarim-ve-hayvancilik-hizmetleri,"Çevre, Şehircilik ve İklim Değişikliği Bakanlığı",https://www.turkiye.gov.tr/cevre-sehircilik-ve-iklim-degisikligi-bakanligi,Milli Emlak Genel Müdürlüğü,Taşınmaz Satış İlanları - İhaleye Çıkanlar,https://www.turkiye.gov.tr/csb-tasinmaz-satis-ilanlari-ihaleye-cikanlar,"Bu hizmeti kullanarak, Türkiye genelindeki hazine taşınmazlarının satış ihale ilanlarını görüntüleyebilirsiniz."
"Çevre, Tarım ve Hayvancılık","Tarım, Hayvancılık faaliyetleri ve çevre konusundaki hizmetlerden faydalanın.",https://www.turkiye.gov.tr/cevre-tarim-ve-hayvancilik-hizmetleri,"Çevre, Şehircilik ve İklim Değişikliği Bakanlığı",https://www.turkiye.gov.tr/cevre-sehircilik-ve-iklim-degisikligi-bakanligi,Milli Emlak Genel Müdürlüğü,Taşınmaz Satış İlanları - Satışa Hazırlananlar,https://www.turkiye.gov.tr/csb-satis-ilanlari-satisa-hazirlananlar,"Bu hizmeti kullanarak, Türkiye genelindeki hazine taşınmazlarının satışa hazırlanan ilanlarını görüntüleyebilirsiniz."
"Çevre, Tarım ve Hayvancılık","Tarım, Hayvancılık faaliyetleri ve çevre konusundaki hizmetlerden faydalanın.",https://www.turkiye.gov.tr/cevre-tarim-ve-hayvancilik-hizmetleri,"Çevre, Şehircilik ve İklim Değişikliği Bakanlığı",https://www.turkiye.gov.tr/cevre-sehircilik-ve-iklim-degisikligi-bakanligi,Milli Emlak Genel Müdürlüğü,Yatırım Teşvik İlanları - Başvuruya Çıkanlar,https://www.turkiye.gov.tr/csb-yatirim-tesvik-ilanlari-basvuruya-cikanlar,"Bu hizmeti kullanarak, Türkiye genelinde yatırım teşvik kapsamında başvuruya açılan hazine taşınmazlarını görüntüleyebilirsiniz."
"Çevre, Tarım ve Hayvancılık","Tarım, Hayvancılık faaliyetleri ve çevre konusundaki hizmetlerden faydalanın.",https://www.turkiye.gov.tr/cevre-tarim-ve-hayvancilik-hizmetleri,"Çevre, Şehircilik ve İklim Değişikliği Bakanlığı",https://www.turkiye.gov.tr/cevre-sehircilik-ve-iklim-degisikligi-bakanligi,Milli Emlak Genel Müdürlüğü,Yatırım Teşvik İlanları - Yatırım Teşvike Hazırlananlar,https://www.turkiye.gov.tr/csb-yatirim-tesvik-ilanlari-yatirim-tesvike-hazirlananlar,"Bu hizmeti kullanarak, Türkiye genelinde yatırım teşvik kapsamında yatırım teşvike hazırlanan hazine taşınmazlarını görüntüleyebilirsiniz."
"Çevre, Tarım ve Hayvancılık","Tarım, Hayvancılık faaliyetleri ve çevre konusundaki hizmetlerden faydalanın.",https://www.turkiye.gov.tr/cevre-tarim-ve-hayvancilik-hizmetleri,"Çevre, Şehircilik ve İklim Değişikliği Bakanlığı",https://www.turkiye.gov.tr/cevre-sehircilik-ve-iklim-degisikligi-bakanligi,Döner Sermaye İşletmesi Müdürlüğü,Hizmet Alımı Başvurusu,https://www.turkiye.gov.tr/cevre-ve-sehircilik-hizmet-alimi-basvurusu,"Bu hizmeti kullanarak, Kurumsal veya bireysel olarak hizmet alımı başvurusunda bulunabilirsiniz."
"Çevre, Tarım ve Hayvancılık","Tarım, Hayvancılık faaliyetleri ve çevre konusundaki hizmetlerden faydalanın.",https://www.turkiye.gov.tr/cevre-tarim-ve-hayvancilik-hizmetleri,"Çevre, Şehircilik ve İklim Değişikliği Bakanlığı",https://www.turkiye.gov.tr/cevre-sehircilik-ve-iklim-degisikligi-bakanligi,"Çevre, Şehircilik ve İklim Değişikliği Bakanlığı",Elektronik Belge Yönetim Sistemi Evrak Doğrulama,https://www.turkiye.gov.tr/cevre-ve-sehircilik-elektronik-belge-yonetim-sistemi-evrak-dogrulama,"Bu hizmeti kullanarak, ilgili kurum tarafından Elektronik Belge Yönetim Sistemi (EBYS) ile oluşturulan evrakları doğrulayabilirsiniz."
"Çevre, Tarım ve Hayvancılık","Tarım, Hayvancılık faaliyetleri ve çevre konusundaki hizmetlerden faydalanın.",https://www.turkiye.gov.tr/cevre-tarim-ve-hayvancilik-hizmetleri,"Çevre, Şehircilik ve İklim Değişikliği Bakanlığı",https://www.turkiye.gov.tr/cevre-sehircilik-ve-iklim-degisikligi-bakanligi,İmar Barışı Kayıt İşlemleri,İmar Barışı Kayıt Başvurusu ve Sorgulaması,https://www.turkiye.gov.tr/cevre-ve-sehircilik-imar-barisi-kayit-basvurusu-ve-sorgulamasi,"Bu hizmeti kullanarak, imar kurallarına aykırı yapılarınız için kayıt başvurusunda bulunabilir ve başvurularınızı sorgulayabilirsiniz."
"Çevre, Tarım ve Hayvancılık","Tarım, Hayvancılık faaliyetleri ve çevre konusundaki hizmetlerden faydalanın.",https://www.turkiye.gov.tr/cevre-tarim-ve-hayvancilik-hizmetleri,"Çevre, Şehircilik ve İklim Değişikliği Bakanlığı",https://www.turkiye.gov.tr/cevre-sehircilik-ve-iklim-degisikligi-bakanligi,İmar Barışı Kayıt İşlemleri,İmar Barışı Yapı Kayıt Belgesi Doğrulaması,https://www.turkiye.gov.tr/csb-imar-barisi-belge-dogrulama,e-Devlet Kapısı üzerinden oluşturulan yapı kayıt belgelerini buradan doğrulayabilirsiniz.
"Çevre, Tarım ve Hayvancılık","Tarım, Hayvancılık faaliyetleri ve çevre konusundaki hizmetlerden faydalanın.",https://www.turkiye.gov.tr/cevre-tarim-ve-hayvancilik-hizmetleri,"Çevre, Şehircilik ve İklim Değişikliği Bakanlığı",https://www.turkiye.gov.tr/cevre-sehircilik-ve-iklim-degisikligi-bakanligi,"Çevre, Şehircilik ve İklim Değişikliği Bakanlığı",Enerji Kimlik Belgesi Sorgulama,https://www.turkiye.gov.tr/csb-enerji-kimlik-belgesi-sorgulama,"Bu hizmeti kullanarak, ikamet ettiğiniz binaya veya herhangi bir binaya ait enerji kimlik belgesi bilgilerini görüntüleyebilirsiniz."
